Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
Thailand,Soybeans,2002,14863,1622.0,40925.33,27.98
India,"Rice, paddy",1992,26092,1083.0,70791.0,26.37
Suriname,Cassava,1998,110084,2331.0,151.33,27.65
Turkey,Potatoes,2012,280384,593.0,42610.59,11.45
Australia,Soybeans,1997,18974,534.0,34091.0,13.93
Argentina,Maize,2013,66037,591.0,171945.54,16.45
India,"Rice, paddy",1993,28303,1083.0,66388.0,25.92
Brazil,Sorghum,1995,17981,1761.0,92967.22,18.27
Dominican Republic,Yams,2002,67400,1410.0,4018.07,27.05
Brazil,Sweet potatoes,2011,124266,1761.0,345026.0,21.74
India,Potatoes,2001,183627,1083.0,43720.04,25.86
Brazil,Soybeans,1992,20352,1761.0,67003.89,21.35
Ecuador,Plantains and others,1995,82605,2274.0,2658.0,22.19
Armenia,Wheat,2010,21192,562.0,278.72,11.31
Japan,Potatoes,2013,302133,1668.0,52794.3,13.91
Romania,Soybeans,1997,20032,637.0,15349.0,10.46
Mali,Soybeans,2004,17361,282.0,8.67,28.07
Algeria,Maize,2007,85625,89.0,5390.79,17.42
India,"Rice, paddy",1995,26972,1083.0,61257.0,26.01
Kenya,Sweet potatoes,2006,96701,630.0,1578.0,16.92
India,Soybeans,2009,10236,1083.0,28707.01,25.38
Guinea,Plantains and others,2011,52614,1651.0,663.23,27.51
Kazakhstan,Maize,1994,22387,250.0,17182.0,3.12
Spain,Soybeans,1997,21982,636.0,34023.0,17.81
Algeria,Maize,2011,23374,89.0,13861.76,17.79
Indonesia,"Rice, paddy",1992,43446,2702.0,825.0,27.2
Japan,Wheat,2008,42203,1668.0,58750.0,13.31
Mexico,Soybeans,2001,16503,758.0,31373.3,22.6
India,Sweet potatoes,2004,88588,1083.0,35113.0,24.69
Pakistan,Potatoes,1997,112295,494.0,16936.0,22.14
Japan,Maize,1992,25180,1668.0,79821.18,12.94
India,Maize,1997,17111,1083.0,52279.0,25.21
Sudan,Yams,2013,21053,1712.0,2469.47,30.65
Niger,Wheat,1993,22000,151.0,62.0,29.64
Kenya,Potatoes,2002,77113,630.0,1578.0,16.61
India,Sweet potatoes,2006,86849,1083.0,37423.0,24.72
Sri Lanka,Cassava,1990,87717,1712.0,1571.33,26.53
Indonesia,Potatoes,2006,169363,2702.0,1597.0,27.39
Ecuador,Sweet potatoes,1992,28667,2274.0,2012.0,21.94
Romania,Sorghum,2002,14190,637.0,7875.7,12.24
Italy,Maize,2001,95135,832.0,75978.0,13.23
Albania,Wheat,2005,31582,1485.0,880.64,15.67
Brazil,Yams,2012,97619,1761.0,346583.0,18.8
India,"Rice, paddy",1995,26972,1083.0,61257.0,25.44
Ireland,Wheat,2008,89684,1118.0,2790.17,9.42
Spain,"Rice, paddy",1996,69838,636.0,33236.0,17.01
Burkina Faso,Sorghum,1999,8857,748.0,93.43,28.45
Colombia,Yams,2012,109759,3240.0,48727.73,27.56
Brazil,Potatoes,1990,141084,1761.0,49695.0,25.76
Spain,Potatoes,2013,309367,636.0,54197.0,12.68
Mexico,Sorghum,2010,39246,758.0,63402.29,25.04
Japan,Sweet potatoes,2010,217531,1668.0,55576.0,13.82
Sri Lanka,Sweet potatoes,1994,68593,1712.0,1860.7,26.34
Central African Republic,Maize,2004,9615,1342.0,22.87,25.67
Armenia,Maize,2007,53262,562.0,241.71,9.44
Brazil,Yams,1997,91773,1761.0,110276.11,24.71
Uruguay,Sorghum,1990,22680,1300.0,1762.01,16.91
Canada,Wheat,2008,28575,537.0,53707.3,6.58
Egypt,Potatoes,2009,264241,51.0,9013.0,22.63
Japan,Potatoes,2001,318172,1668.0,78735.45,15.47
Portugal,Potatoes,2010,150341,854.0,13774.18,16.5
India,Soybeans,2007,12351,1083.0,27422.77,27.31
Rwanda,Maize,1997,10908,1212.0,249.0,19.78
Australia,Maize,1999,51212,534.0,34200.0,17.55
India,Maize,2001,19996,1083.0,43720.04,24.76
Argentina,Soybeans,1998,26937,591.0,62397.0,17.23
Japan,Potatoes,2007,340000,1668.0,61164.07,13.68
Brazil,Sorghum,2010,23172,1761.0,342580.0,24.95
Honduras,Potatoes,1998,129694,1976.0,3495.0,25.37
Spain,Sweet potatoes,1992,170506,636.0,31839.0,16.35
Kenya,Soybeans,1991,8037,630.0,3469.0,16.26
Pakistan,"Rice, paddy",1999,30744,494.0,20450.0,27.14
Indonesia,Cassava,1992,122220,2702.0,825.0,25.17
Mexico,Cassava,1990,75504,758.0,34468.93,21.46
Libya,Wheat,1996,7294,56.0,87.0,20.21
Central African Republic,Sorghum,1998,8452,1342.0,22.87,25.96
India,Sweet potatoes,2011,92456,1083.0,55540.0,25.64
Dominican Republic,Maize,1999,12633,1410.0,5398.0,26.62
Canada,Potatoes,1997,111195,537.0,38258.2,8.09
Bahrain,Potatoes,1999,100000,83.0,12.5,27.67
Tajikistan,Soybeans,2001,540,691.0,452.56,9.16
Egypt,Potatoes,2001,238739,51.0,5039.0,22.33
Japan,Sweet potatoes,1991,205631,1668.0,79821.18,15.38
Italy,Soybeans,2005,36303,832.0,84647.0,12.16
Australia,Soybeans,2006,20993,534.0,35900.0,16.75
Indonesia,Maize,2009,42372,2702.0,1597.0,27.63
Malawi,Wheat,1991,5870,1181.0,173.19,20.4
Brazil,Sorghum,2011,25497,1761.0,345026.0,25.28
Guyana,Cassava,1991,121538,2387.0,289.9,26.95
United Kingdom,Wheat,1997,73776,1220.0,35490.0,10.64
Dominican Republic,Maize,2007,13350,1410.0,5689.8,27.12
Namibia,Wheat,2006,59308,285.0,56.0,19.42
Brazil,Yams,2013,96078,1761.0,367778.0,26.14
Pakistan,Sorghum,1996,5931,494.0,11955.0,22.61
Angola,Maize,1991,4013,1010.0,79.0,24.02
India,Cassava,2002,272746,1083.0,42482.56,25.07
Mexico,Cassava,2006,137648,758.0,50891.95,25.35
Pakistan,"Rice, paddy",1993,27397,494.0,4945.0,23.08
Mauritania,Maize,2012,6904,92.0,26.41,27.77
Brazil,Potatoes,2008,253729,1761.0,312637.0,20.22
Malaysia,"Rice, paddy",1994,30614,2875.0,39406.48,27.0
Kenya,Maize,1994,20400,630.0,3469.0,16.58
Chile,Sweet potatoes,2010,92862,1522.0,9830.72,12.69
Croatia,Potatoes,2013,158785,1113.0,1836.21,11.58
Greece,Maize,2011,107069,652.0,8189.8,17.67
India,Wheat,2000,27785,1083.0,44957.52,27.08
Canada,Maize,1993,64241,537.0,29296.5,6.48
Latvia,Wheat,1992,25848,641.0,1005.0,6.89
Turkey,Potatoes,1994,229189,593.0,24219.0,12.83
Turkey,Potatoes,2012,280384,593.0,42610.59,19.92
Pakistan,Sorghum,1999,6167,494.0,20450.0,23.8
Brazil,"Rice, paddy",1993,22912,1761.0,75658.33,24.65
Madagascar,"Rice, paddy",1990,20773,1513.0,128.41,19.62
Rwanda,Yams,1999,29412,1212.0,152.0,19.35
Australia,Potatoes,1992,289220,534.0,22234.0,13.31
Mexico,Cassava,1990,75504,758.0,34468.93,16.69
Dominican Republic,Sorghum,1994,20233,1410.0,4971.0,26.78
Mali,"Rice, paddy",2010,21044,282.0,3.84,28.18
India,Maize,1996,17094,1083.0,56114.0,25.55
Bangladesh,Potatoes,1998,113972,2666.0,2068.0,26.13
El Salvador,Sweet potatoes,2000,63105,1784.0,2698.93,25.78
Guinea,Sorghum,1994,13768,1651.0,39.0,27.03
Malawi,"Rice, paddy",2008,18200,1181.0,624.52,20.42
Egypt,Maize,2000,76800,51.0,4931.0,20.74
Turkey,"Rice, paddy",1994,50554,593.0,24219.0,19.76
Saudi Arabia,Sorghum,2012,26056,59.0,4996.2,26.83
Colombia,Yams,2004,117050,3240.0,105514.19,22.63
Saudi Arabia,Wheat,2008,60877,59.0,4372.61,26.64
India,Potatoes,2013,227606,1083.0,45620.0,25.98
Indonesia,"Rice, paddy",1993,43750,2702.0,1597.0,26.9
India,Potatoes,1995,162720,1083.0,61257.0,25.92
Pakistan,Sweet potatoes,2006,118514,494.0,6925.13,25.17
Jamaica,Potatoes,2012,165440,2051.0,909.71,27.51
South Africa,Sorghum,2013,23507,495.0,26857.0,21.31
Dominican Republic,Potatoes,2000,142405,1410.0,5082.0,26.35
Brazil,"Rice, paddy",1990,18803,1761.0,49695.0,20.29
Ecuador,Sweet potatoes,2009,18947,2274.0,9666.87,17.76
South Africa,Potatoes,2010,342609,495.0,26857.0,16.11
Bangladesh,Potatoes,1996,112741,2666.0,1919.0,26.15
Brazil,Maize,2009,37145,1761.0,335742.0,20.78
Guatemala,Sweet potatoes,1999,66667,1996.0,10249.94,19.44
Zambia,Cassava,2012,58188,1020.0,1670.0,20.8
Pakistan,Maize,2009,34879,494.0,3957.61,23.62
India,"Rice, paddy",2009,32366,1083.0,28707.01,27.15
Australia,"Rice, paddy",1996,63540,534.0,31185.0,20.06
Japan,Maize,2012,26154,1668.0,54716.4,15.53
Brazil,Cassava,2011,146230,1761.0,345026.0,25.89
Brazil,Potatoes,1996,146506,1761.0,101621.67,20.18
Rwanda,Yams,2008,45817,1212.0,321.75,19.56
Brazil,Sorghum,1994,19056,1761.0,84312.78,20.77
New Zealand,Maize,2009,110327,1732.0,5086.0,12.84
Azerbaijan,Maize,1994,14619,447.0,148.68,11.32
Nicaragua,Yams,2000,132840,2280.0,3925.63,26.73
Malawi,Sorghum,2001,6804,1181.0,177.24,20.59
Mexico,Cassava,2001,153208,758.0,31373.3,21.23
Mexico,Soybeans,2005,19450,758.0,51741.99,21.42
Canada,Soybeans,2007,23010,537.0,45140.03,7.42
Brazil,Yams,2001,90385,1761.0,151523.0,25.59
Argentina,Cassava,1997,100000,591.0,77691.0,18.54
Australia,Wheat,1998,19153,534.0,37215.0,20.62
Australia,Sorghum,2004,27367,534.0,36276.0,13.74
Burkina Faso,Maize,1997,15185,748.0,75.29,28.52
Japan,Potatoes,1991,322809,1668.0,79821.18,15.38
Japan,Sweet potatoes,2010,217531,1668.0,55576.0,13.82
Brazil,"Rice, paddy",2013,50071,1761.0,367778.0,20.07
Honduras,Potatoes,2007,181923,1976.0,5283.93,24.55
Peru,Plantains and others,2011,132389,1738.0,15436.91,17.03
Canada,Potatoes,2010,128373,537.0,61050.0,8.64
Brazil,Cassava,1993,120628,1761.0,75658.33,17.93
Brazil,Sorghum,2007,21731,1761.0,304031.0,25.44
Mali,Sorghum,2006,8393,282.0,11.87,27.62
Brazil,Soybeans,2006,23796,1761.0,238716.0,27.76
Spain,Wheat,2012,23718,636.0,48668.0,17.65
Brazil,Sorghum,1993,20167,1761.0,75658.33,28.18
France,Sorghum,2011,64627,867.0,61039.0,12.33
Mozambique,Sorghum,2009,6224,1032.0,914.92,21.7
India,Cassava,2000,269087,1083.0,44957.52,25.62
Colombia,Potatoes,1998,154602,3240.0,60687.0,27.67
Indonesia,Potatoes,2002,155903,2702.0,1597.0,27.49
Ghana,Cassava,1998,113891,1187.0,297.78,27.28
Lebanon,Potatoes,2010,238514,661.0,1816.0,21.26
Spain,Potatoes,1992,201457,636.0,31839.0,16.65
India,Sweet potatoes,2001,88368,1083.0,43720.04,25.33
Mexico,Sweet potatoes,1990,167541,758.0,34468.93,16.0
United Kingdom,Wheat,1990,69712,1220.0,29517.0,10.4
Canada,Maize,1991,67098,537.0,29477.5,8.13
Turkey,Wheat,2004,22658,593.0,28831.0,14.23
India,"Rice, paddy",2010,33587,1083.0,40093.69,26.31
Canada,Potatoes,1996,112323,537.0,35240.8,5.25
Indonesia,Potatoes,1995,165939,2702.0,1597.0,27.28
Burundi,Potatoes,2008,26273,1274.0,456.44,21.29
Tunisia,Wheat,2013,14614,207.0,422.24,20.0
India,Cassava,2005,304978,1083.0,35342.0,26.23
Mexico,"Rice, paddy",1995,46792,758.0,34468.93,20.39
Slovenia,Maize,1995,63380,1162.0,987.0,10.14
Peru,Sweet potatoes,1997,181629,1738.0,4307.0,18.62
Lebanon,Wheat,1995,24765,661.0,1221.0,19.35
Honduras,Potatoes,1991,126721,1976.0,6289.7,24.61
Mozambique,Wheat,2008,12500,1032.0,890.47,21.76
Haiti,Maize,2001,6923,1440.0,27.85,27.21
India,Wheat,1995,25590,1083.0,61257.0,26.15
Ecuador,Sweet potatoes,1997,38750,2274.0,7612.0,17.82
Colombia,Potatoes,2010,172462,3240.0,48618.46,27.54
Pakistan,Potatoes,2000,169078,494.0,27885.0,27.73
Zimbabwe,Soybeans,2008,16129,657.0,3234.81,20.68
India,Maize,2005,19385,1083.0,35342.0,25.48
Hungary,Maize,2009,63945,589.0,11144.0,11.48
Guyana,"Rice, paddy",2008,42324,2387.0,234.27,27.31
Guatemala,Sweet potatoes,2009,65000,1996.0,13276.7,19.99
Indonesia,"Rice, paddy",1999,42519,2702.0,1597.0,25.26
India,Potatoes,2002,194173,1083.0,42482.56,24.91
Uruguay,Potatoes,2011,177610,1300.0,17517.76,16.9
Colombia,Yams,1998,107832,3240.0,60687.0,27.67
Cameroon,Cassava,1998,90041,1604.0,258.02,25.66
Ghana,Yams,1994,110256,1187.0,65.8,26.62
Brazil,Soybeans,2002,25739,1761.0,145552.0,21.3
Zambia,Wheat,2002,62500,1020.0,1670.0,21.55
Austria,Soybeans,1992,17480,1110.0,3897.0,9.49
Dominican Republic,Sorghum,1991,19295,1410.0,4971.0,26.57
Japan,Soybeans,2007,16392,1668.0,61164.07,13.68
Brazil,Soybeans,2012,26366,1761.0,346583.0,19.72
Haiti,Sweet potatoes,1998,29609,1440.0,23.78,27.57
Niger,Maize,2009,9014,151.0,7.32,30.32
Bahamas,Maize,2010,75333,1292.0,268.2,24.77
Mexico,Soybeans,2013,15198,758.0,59920.18,25.36
Ghana,Cassava,2009,138074,1187.0,378.97,27.14
Mexico,Sweet potatoes,1994,198359,758.0,34468.93,25.05
Pakistan,"Rice, paddy",2009,35809,494.0,3957.61,25.37
India,Wheat,2000,27785,1083.0,44957.52,27.03
Turkey,"Rice, paddy",1990,49625,593.0,29918.0,14.01
Ecuador,"Rice, paddy",2006,41986,2274.0,7953.42,17.6
Brazil,Cassava,1998,123522,1761.0,118930.56,27.54
Mexico,Wheat,1990,42143,758.0,34468.93,16.69
Spain,Soybeans,2012,27713,636.0,48668.0,17.51
Canada,Wheat,2004,26409,537.0,36138.0,4.46
Sri Lanka,Potatoes,2009,149034,1712.0,1170.36,26.67
Niger,Sweet potatoes,2009,160230,151.0,7.32,30.32
El Salvador,Maize,2005,29434,1784.0,1922.78,26.07
Bahamas,Cassava,2008,139562,1292.0,268.2,25.63
Nicaragua,Plantains and others,2011,104826,2280.0,4932.05,26.94
Kazakhstan,Maize,1996,16795,250.0,13047.0,5.98
Dominican Republic,Cassava,1999,64588,1410.0,5398.0,26.62
India,Sweet potatoes,2002,85694,1083.0,42482.56,26.15
Indonesia,"Rice, paddy",2012,51360,2702.0,1597.0,27.49
Turkey,Maize,2013,89499,593.0,39440.0,20.22
India,Sweet potatoes,2010,92069,1083.0,40093.69,26.61
Australia,Sorghum,1996,20677,534.0,31185.0,20.06
Mali,Soybeans,2001,16154,282.0,15.36,27.79
Iraq,Maize,1996,20833,216.0,616.0,20.13
Switzerland,Maize,1992,83130,1537.0,2018.7,7.98
Lebanon,Potatoes,2004,255504,661.0,1816.0,19.72
Peru,Sweet potatoes,2001,164528,1738.0,8414.17,16.95
Madagascar,Maize,2009,16225,1513.0,143.9,20.13
Mexico,"Rice, paddy",2000,41805,758.0,34468.93,16.9
Canada,Wheat,1992,21603,537.0,29387.0,8.77
Indonesia,Sweet potatoes,2011,123289,2702.0,1597.0,25.38
Papua New Guinea,"Rice, paddy",1999,18583,3142.0,105.0,25.38
India,Sweet potatoes,2013,101288,1083.0,45620.0,26.69
Brazil,"Rice, paddy",2004,35565,1761.0,214725.0,21.59
Brazil,Yams,1993,91471,1761.0,75658.33,24.65
Brazil,Yams,2004,92345,1761.0,214725.0,21.59
Australia,Wheat,2011,20301,534.0,47632.99,17.71
India,Sweet potatoes,2012,97174,1083.0,52980.0,26.65
Angola,Cassava,2005,117628,1010.0,40.0,24.41
Brazil,Potatoes,2006,223802,1761.0,238716.0,19.35
Mexico,Potatoes,2004,242399,758.0,26433.14,21.24
Mexico,"Rice, paddy",1996,45412,758.0,34468.93,16.08
Pakistan,Sorghum,2004,6062,494.0,8903.48,27.5
Guinea,Maize,2012,12200,1651.0,770.21,27.28
Kenya,"Rice, paddy",2012,46643,630.0,1578.0,16.84
Guinea,Sorghum,1993,14390,1651.0,21.0,27.25
Bangladesh,Sorghum,2009,13300,2666.0,13790.09,26.54
Spain,Potatoes,1999,247421,636.0,33614.0,12.09
Turkey,"Rice, paddy",1996,51114,593.0,30286.0,11.92
Suriname,Cassava,1995,149460,2331.0,169.0,27.33
Switzerland,Wheat,2001,55116,1537.0,1561.9,7.82
Morocco,Sweet potatoes,2007,178351,346.0,13697.0,17.93
Germany,Soybeans,2001,19584,700.0,33423.49,9.19
Bahrain,Sweet potatoes,1994,125000,83.0,30.86,26.66
Chile,Wheat,2008,45748,1522.0,9830.72,6.57
Kazakhstan,Wheat,2013,10762,250.0,8738.38,5.49
Chile,Sweet potatoes,2009,86799,1522.0,9830.72,13.04
Mexico,"Rice, paddy",2011,50962,758.0,65961.1,23.55
Mexico,Potatoes,2006,248610,758.0,50891.95,16.37
Cameroon,"Rice, paddy",2000,30103,1604.0,545.0,24.88
India,"Rice, paddy",1994,28645,1083.0,61357.0,26.54
Thailand,Cassava,1991,137453,1622.0,18849.0,27.85
Guyana,Plantains and others,2001,37611,2387.0,289.9,27.27
Brazil,Sorghum,2008,24105,1761.0,312637.0,20.22
El Salvador,Plantains and others,2007,311711,1784.0,1940.78,26.02
Switzerland,Potatoes,1993,439261,1537.0,1934.5,7.48
Montenegro,Wheat,2013,34357,241.0,82.0,12.87
Germany,Soybeans,2008,10000,700.0,43413.01,10.66
Spain,Maize,2006,97437,636.0,39767.0,17.81
Pakistan,"Rice, paddy",2004,29914,494.0,8903.48,23.78
Japan,Wheat,2009,32367,1668.0,60970.8,15.61
Brazil,Potatoes,1998,156439,1761.0,118930.56,24.78
Mexico,Maize,1991,20515,758.0,34468.93,21.2
Cameroon,Sweet potatoes,2007,55032,1604.0,918.88,25.49
India,Potatoes,1997,193913,1083.0,52279.0,23.26
Zimbabwe,Sweet potatoes,2004,21376,657.0,3094.08,20.31
Indonesia,Cassava,2012,214018,2702.0,1597.0,26.87
Belarus,Potatoes,1998,108971,618.0,8306.31,6.11
Pakistan,Maize,1996,15884,494.0,11955.0,18.72
Cameroon,Wheat,2006,13408,1604.0,950.22,25.39
Mali,"Rice, paddy",1995,15484,282.0,28.73,27.25
Australia,Sweet potatoes,1992,127548,534.0,22234.0,11.21
Egypt,Wheat,1993,52970,51.0,4175.0,21.79
Portugal,Maize,1991,30411,854.0,9357.0,16.09
India,Wheat,1998,24852,1083.0,49157.0,25.77
Lebanon,Maize,2007,34444,661.0,1816.0,20.04
India,Sweet potatoes,1996,80716,1083.0,56114.0,25.34
Estonia,Potatoes,1995,145590,626.0,154.0,6.23
Brazil,Wheat,1995,15420,1761.0,92967.22,25.65
Mexico,Sweet potatoes,1992,202929,758.0,34468.93,21.0
Ecuador,Cassava,1996,37845,2274.0,2407.0,21.34
Colombia,Maize,1992,15175,3240.0,15305.94,27.38
Pakistan,Soybeans,1999,15078,494.0,20450.0,25.5
Germany,Soybeans,2012,20000,700.0,45522.5,5.88
India,Sorghum,2002,7602,1083.0,42482.56,25.07
Guinea,Plantains and others,2013,52200,1651.0,877.19,27.29
South Africa,Potatoes,1992,178455,495.0,16582.0,19.95
Uganda,Soybeans,2013,5000,1180.0,88.0,24.13
Guatemala,Cassava,2008,12834,1996.0,18091.67,19.51
Canada,Maize,1999,79747,537.0,44293.0,7.75
Canada,Soybeans,2002,22814,537.0,34226.0,7.48
Guinea,Plantains and others,2005,52141,1651.0,351.84,27.66
India,Sweet potatoes,1994,84823,1083.0,61357.0,25.92
Pakistan,Potatoes,1998,136186,494.0,18406.0,23.11
Mali,Soybeans,1996,16103,282.0,26.51,27.64
Senegal,Sorghum,2008,10089,686.0,603.9,25.5
Libya,Maize,1990,10000,56.0,87.0,19.6
Canada,Wheat,2012,28645,537.0,73508.9,6.59
Colombia,Sorghum,2002,35000,3240.0,84023.26,22.73
India,Maize,2005,19385,1083.0,35342.0,26.3
Germany,Potatoes,2007,423470,700.0,40740.64,6.28
Pakistan,Potatoes,1996,134795,494.0,11955.0,18.72
Pakistan,Potatoes,1992,113709,494.0,5518.0,25.71
Italy,Maize,2010,91672,832.0,71613.0,7.05
South Africa,Potatoes,1993,228678,495.0,16582.0,16.01
Cameroon,Plantains and others,2010,122250,1604.0,1160.63,25.7
Argentina,Sweet potatoes,1992,127273,591.0,26156.0,17.09
Jamaica,Potatoes,1998,147897,2051.0,909.71,27.8
Mali,Sorghum,2011,7067,282.0,3.25,27.79
Japan,Yams,1998,200786,1668.0,79821.18,16.72
Brazil,Potatoes,2005,220095,1761.0,232232.0,27.6
Canada,Maize,1991,67098,537.0,29477.5,7.55
Spain,Sorghum,1991,55615,636.0,39147.0,16.58
India,Wheat,1994,23796,1083.0,61357.0,26.55
Australia,Sweet potatoes,2012,331853,534.0,48687.88,17.47
Australia,Wheat,1998,19153,534.0,37215.0,18.9
Guyana,Sweet potatoes,2013,254655,2387.0,358.72,27.3
Japan,"Rice, paddy",2005,66483,1668.0,63829.77,12.99
Pakistan,Potatoes,1995,139418,494.0,7681.0,24.58
Australia,"Rice, paddy",1992,88346,534.0,22234.0,15.78
Mexico,Cassava,2005,126099,758.0,51741.99,21.42
Egypt,Maize,2010,72700,51.0,11590.0,23.72
Kazakhstan,Maize,2000,33350,250.0,3024.42,7.26
Ecuador,Sorghum,2002,20000,2274.0,1302.49,22.23
Canada,Potatoes,2012,124735,537.0,73508.9,10.51
Bahrain,Potatoes,2012,177812,83.0,9.14,27.45
Ecuador,Potatoes,2008,61416,2274.0,15396.14,21.89
India,Cassava,2010,347555,1083.0,40093.69,27.29
United Kingdom,Potatoes,1995,374503,1220.0,33743.0,10.55
Ecuador,Sorghum,2008,16000,2274.0,15396.14,17.16
India,Wheat,1991,22814,1083.0,72133.0,25.74
India,Sorghum,1999,8472,1083.0,46195.0,24.9
Greece,Maize,1990,96965,652.0,7420.0,18.05
Romania,Potatoes,1997,126636,637.0,15349.0,10.46
Saudi Arabia,Maize,2011,59958,59.0,4840.3,26.4
Guyana,Yams,2005,93750,2387.0,270.78,27.71
Dominican Republic,"Rice, paddy",1997,48213,1410.0,3846.0,27.01
Nepal,Maize,1995,16447,1500.0,60.11,15.3
Colombia,Soybeans,1990,19986,3240.0,18058.29,27.22
Burundi,Soybeans,1997,8282,1274.0,117.56,21.51
Brazil,Cassava,1991,126164,1761.0,58349.44,20.13
Haiti,Maize,2002,7475,1440.0,27.85,27.42
Japan,"Rice, paddy",2006,63359,1668.0,65248.26,15.87
India,Soybeans,1990,10145,1083.0,75000.0,25.77
Saudi Arabia,Maize,1995,19522,59.0,994.0,26.33
Zimbabwe,Potatoes,2010,166825,657.0,3305.17,21.17
Australia,Wheat,2006,20213,534.0,35900.0,18.99
Argentina,Soybeans,2010,29053,591.0,105915.04,17.84
Romania,Maize,1993,26054,637.0,24252.0,10.78
Chile,"Rice, paddy",1997,36336,1522.0,15373.0,13.66
South Africa,Sweet potatoes,2001,34804,495.0,26857.0,15.68
Mali,Sweet potatoes,1993,51033,282.0,33.19,27.55
Niger,Sorghum,2000,1721,151.0,62.0,29.43
Dominican Republic,"Rice, paddy",2008,48268,1410.0,5409.43,26.76
Australia,Sweet potatoes,2001,333333,534.0,32710.0,20.21
Ecuador,Cassava,2005,44199,2274.0,18391.23,17.67
Indonesia,Cassava,1999,121763,2702.0,1597.0,27.17
Brazil,Wheat,2001,19488,1761.0,151523.0,19.73
Spain,Soybeans,1998,20731,636.0,35070.0,17.15
Burkina Faso,Cassava,2000,21037,748.0,75.44,28.6
Brazil,Sweet potatoes,2009,113035,1761.0,335742.0,24.98
Mexico,Cassava,2007,122745,758.0,64501.28,21.35
India,Wheat,2009,29071,1083.0,28707.01,25.87
Mozambique,Potatoes,2006,132353,1032.0,891.54,21.68
India,Sorghum,1994,7786,1083.0,61357.0,25.75
Dominican Republic,"Rice, paddy",2007,48112,1410.0,5689.8,27.08
Jamaica,Plantains and others,2005,172173,2051.0,909.71,27.34
Finland,Wheat,2012,39028,536.0,1545.25,5.12
Pakistan,Maize,1998,17853,494.0,18406.0,23.11
Australia,Wheat,2005,16348,534.0,34310.0,18.26
Argentina,Maize,1998,60780,591.0,62397.0,17.23
Norway,Wheat,1991,46547,1414.0,760.0,3.4
Italy,Soybeans,2013,33906,832.0,55633.0,13.6
Cameroon,"Rice, paddy",1995,31307,1604.0,48.35,25.21
Canada,Soybeans,2005,27082,537.0,36363.0,7.22
Turkey,Soybeans,2006,39688,593.0,27421.0,11.12
Germany,Soybeans,1994,20000,700.0,26330.0,6.64
Zambia,Sweet potatoes,1996,20000,1020.0,1670.0,21.19
Mauritania,Sorghum,1991,4514,92.0,39.09,27.38
India,Wheat,1999,25901,1083.0,46195.0,26.4
Kazakhstan,Wheat,2005,9480,250.0,3666.62,7.07
Brazil,Soybeans,2009,26365,1761.0,335742.0,18.84
India,Soybeans,2002,7624,1083.0,42482.56,27.35
Honduras,Cassava,2008,57405,1976.0,5130.42,24.25
Latvia,Potatoes,2011,168013,641.0,1070.5,7.25
South Africa,"Rice, paddy",1991,21297,495.0,16582.0,15.56
Estonia,Potatoes,2007,171977,626.0,460.0,6.97
Japan,Maize,2011,25797,1668.0,51796.3,15.43
Australia,"Rice, paddy",2008,75988,534.0,42935.38,17.32
Germany,Soybeans,2010,20000,700.0,40832.42,4.85
Australia,Soybeans,1999,22667,534.0,34200.0,19.75
Indonesia,Potatoes,2011,159562,2702.0,1597.0,27.19
Saudi Arabia,Potatoes,2007,235025,59.0,4216.71,26.58
Brazil,Maize,1990,18735,1761.0,49695.0,18.47
India,Sweet potatoes,2005,88477,1083.0,35342.0,25.4
India,Potatoes,2005,188908,1083.0,35342.0,26.72
India,Cassava,1996,238528,1083.0,56114.0,25.31
India,Potatoes,2002,194173,1083.0,42482.56,27.03
Argentina,Sweet potatoes,1990,131864,591.0,26156.0,17.67
Lesotho,Wheat,2011,9965,788.0,175.27,14.32
Kenya,Sorghum,2008,5221,630.0,1578.0,16.66
Haiti,Cassava,2001,44613,1440.0,27.85,27.21
Brazil,Soybeans,2000,24033,1761.0,140423.0,18.01
India,Sweet potatoes,1994,84823,1083.0,61357.0,24.29
El Salvador,Plantains and others,1994,97402,1784.0,3630.31,26.33
Colombia,Cassava,2001,104108,3240.0,85515.3,27.28
Iraq,Sorghum,2004,10556,216.0,828.62,23.72
Japan,Wheat,2007,43400,1668.0,61164.07,13.68
Indonesia,Sweet potatoes,1993,93183,2702.0,1597.0,27.51
Australia,"Rice, paddy",1993,76400,534.0,23899.0,16.71
Iraq,Sorghum,2007,9722,216.0,1062.61,23.92
India,Soybeans,2012,13530,1083.0,52980.0,26.89
Tajikistan,Sorghum,2001,13444,691.0,452.56,9.16
Pakistan,Wheat,1997,20533,494.0,16936.0,26.82
Pakistan,Maize,1999,17169,494.0,20450.0,27.14
Brazil,Cassava,1990,125529,1761.0,49695.0,20.29
Madagascar,"Rice, paddy",2002,21414,1513.0,240.84,20.14
India,Maize,2005,19385,1083.0,35342.0,26.72
Angola,Wheat,1999,17391,1010.0,40.0,24.37
Mozambique,Wheat,1994,11379,1032.0,102.26,21.35
Brazil,Wheat,2000,15156,1761.0,140423.0,24.36
Mauritania,Sorghum,1997,4078,92.0,39.09,28.28
Portugal,Wheat,2005,6644,854.0,16353.0,16.43
Croatia,Soybeans,2007,19489,1113.0,2015.0,11.31
